v1	I(V2)	I(V3)	I(V4)	I(V5)
Step Information: Run=1  (Run: 1/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.332257e-005	1.664589e-005	8.345123e-006	4.167925e-006
6.660000000000000e-001	6.664515e-005	3.329178e-005	1.669025e-005	8.335849e-006
9.990000000000001e-001	9.996771e-005	4.993768e-005	2.503537e-005	1.250377e-005
1.000000000000000e+000	1.000678e-004	4.998767e-005	2.506043e-005	1.251629e-005
Step Information: Run=250  (Run: 250/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.335868e-005	1.663670e-005	8.304189e-006	4.172200e-006
6.660000000000000e-001	6.671735e-005	3.327340e-005	1.660838e-005	8.344400e-006
9.990000000000001e-001	1.000760e-004	4.991010e-005	2.491257e-005	1.251660e-005
1.000000000000000e+000	1.001762e-004	4.996006e-005	2.493750e-005	1.252913e-005
Step Information: Run=251  (Run: 251/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.329892e-005	1.660147e-005	8.341914e-006	4.150879e-006
6.660000000000000e-001	6.659784e-005	3.320293e-005	1.668383e-005	8.301758e-006
9.990000000000001e-001	9.989675e-005	4.980440e-005	2.502574e-005	1.245264e-005
1.000000000000000e+000	9.999675e-005	4.985425e-005	2.505079e-005	1.246510e-005
Step Information: Run=252  (Run: 252/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.323968e-005	1.663614e-005	8.323827e-006	4.167824e-006
6.660000000000000e-001	6.647936e-005	3.327228e-005	1.664765e-005	8.335647e-006
9.990000000000001e-001	9.971904e-005	4.990841e-005	2.497148e-005	1.250347e-005
1.000000000000000e+000	9.981886e-005	4.995837e-005	2.499648e-005	1.251599e-005
Step Information: Run=253  (Run: 253/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.318544e-005	1.663887e-005	8.335533e-006	4.164811e-006
6.660000000000000e-001	6.637089e-005	3.327773e-005	1.667107e-005	8.329623e-006
9.990000000000001e-001	9.955633e-005	4.991660e-005	2.500660e-005	1.249443e-005
1.000000000000000e+000	9.965599e-005	4.996657e-005	2.503163e-005	1.250694e-005
Step Information: Run=254  (Run: 254/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.340623e-005	1.665615e-005	8.327006e-006	4.158601e-006
6.660000000000000e-001	6.681246e-005	3.331230e-005	1.665401e-005	8.317202e-006
9.990000000000001e-001	1.002187e-004	4.996844e-005	2.498102e-005	1.247580e-005
1.000000000000000e+000	1.003190e-004	5.001846e-005	2.500602e-005	1.248829e-005
Step Information: Run=255  (Run: 255/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.314812e-005	1.663754e-005	8.319174e-006	4.168064e-006
6.660000000000000e-001	6.629625e-005	3.327509e-005	1.663835e-005	8.336128e-006
9.990000000000001e-001	9.944437e-005	4.991263e-005	2.495752e-005	1.250419e-005
1.000000000000000e+000	9.954391e-005	4.996259e-005	2.498250e-005	1.251671e-005
Step Information: Run=256  (Run: 256/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.334523e-005	1.665452e-005	8.338159e-006	4.152851e-006
6.660000000000000e-001	6.669046e-005	3.330904e-005	1.667632e-005	8.305701e-006
9.990000000000001e-001	1.000357e-004	4.996356e-005	2.501448e-005	1.245855e-005
1.000000000000000e+000	1.001358e-004	5.001358e-005	2.503952e-005	1.247102e-005
Step Information: Run=257  (Run: 257/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.326586e-005	1.658913e-005	8.339473e-006	4.169839e-006
6.660000000000000e-001	6.653172e-005	3.317827e-005	1.667895e-005	8.339679e-006
9.990000000000001e-001	9.979758e-005	4.976740e-005	2.501842e-005	1.250952e-005
1.000000000000000e+000	9.989748e-005	4.981722e-005	2.504346e-005	1.252204e-005
Step Information: Run=258  (Run: 258/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.330520e-005	1.660551e-005	8.320950e-006	4.173453e-006
6.660000000000000e-001	6.661041e-005	3.321102e-005	1.664190e-005	8.346907e-006
9.990000000000001e-001	9.991562e-005	4.981654e-005	2.496285e-005	1.252036e-005
1.000000000000000e+000	1.000156e-004	4.986640e-005	2.498784e-005	1.253289e-005
Step Information: Run=259  (Run: 259/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.339172e-005	1.663616e-005	8.318068e-006	4.172147e-006
6.660000000000000e-001	6.678344e-005	3.327231e-005	1.663614e-005	8.344294e-006
9.990000000000001e-001	1.001752e-004	4.990846e-005	2.495420e-005	1.251644e-005
1.000000000000000e+000	1.002754e-004	4.995842e-005	2.497918e-005	1.252897e-005
Step Information: Run=260  (Run: 260/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.319059e-005	1.658914e-005	8.321984e-006	4.171569e-006
6.660000000000000e-001	6.638117e-005	3.317828e-005	1.664397e-005	8.343138e-006
9.990000000000001e-001	9.957176e-005	4.976742e-005	2.496595e-005	1.251471e-005
1.000000000000000e+000	9.967144e-005	4.981724e-005	2.499094e-005	1.252723e-005
Step Information: Run=261  (Run: 261/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.331821e-005	1.667045e-005	8.313482e-006	4.160341e-006
6.660000000000000e-001	6.663641e-005	3.334091e-005	1.662696e-005	8.320681e-006
9.990000000000001e-001	9.995462e-005	5.001136e-005	2.494045e-005	1.248102e-005
1.000000000000000e+000	1.000547e-004	5.006143e-005	2.496541e-005	1.249352e-005
Step Information: Run=262  (Run: 262/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.328836e-005	1.662595e-005	8.349349e-006	4.160741e-006
6.660000000000000e-001	6.657672e-005	3.325189e-005	1.669870e-005	8.321482e-006
9.990000000000001e-001	9.986509e-005	4.987784e-005	2.504805e-005	1.248222e-005
1.000000000000000e+000	9.996505e-005	4.992777e-005	2.507312e-005	1.249472e-005
Step Information: Run=263  (Run: 263/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.339267e-005	1.667688e-005	8.311668e-006	4.155002e-006
6.660000000000000e-001	6.678533e-005	3.335377e-005	1.662334e-005	8.310004e-006
9.990000000000001e-001	1.001780e-004	5.003065e-005	2.493501e-005	1.246501e-005
1.000000000000000e+000	1.002783e-004	5.008073e-005	2.495997e-005	1.247748e-005
Step Information: Run=264  (Run: 264/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.336307e-005	1.664505e-005	8.325587e-006	4.154425e-006
6.660000000000000e-001	6.672613e-005	3.329010e-005	1.665117e-005	8.308851e-006
9.990000000000001e-001	1.000892e-004	4.993516e-005	2.497676e-005	1.246328e-005
1.000000000000000e+000	1.001894e-004	4.998514e-005	2.500176e-005	1.247575e-005
Step Information: Run=265  (Run: 265/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.319953e-005	1.665970e-005	8.320975e-006	4.148928e-006
6.660000000000000e-001	6.639905e-005	3.331940e-005	1.664195e-005	8.297857e-006
9.990000000000001e-001	9.959858e-005	4.997910e-005	2.496293e-005	1.244679e-005
1.000000000000000e+000	9.969827e-005	5.002913e-005	2.498791e-005	1.245924e-005
Step Information: Run=266  (Run: 266/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.343747e-005	1.660854e-005	8.305702e-006	4.163128e-006
6.660000000000000e-001	6.687495e-005	3.321709e-005	1.661140e-005	8.326256e-006
9.990000000000001e-001	1.003124e-004	4.982563e-005	2.491710e-005	1.248938e-005
1.000000000000000e+000	1.004128e-004	4.987551e-005	2.494205e-005	1.250189e-005
Step Information: Run=267  (Run: 267/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.338586e-005	1.666975e-005	8.316508e-006	4.152798e-006
6.660000000000000e-001	6.677171e-005	3.333951e-005	1.663302e-005	8.305596e-006
9.990000000000001e-001	1.001576e-004	5.000926e-005	2.494952e-005	1.245839e-005
1.000000000000000e+000	1.002578e-004	5.005932e-005	2.497450e-005	1.247086e-005
Step Information: Run=268  (Run: 268/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.325851e-005	1.670702e-005	8.339972e-006	4.154888e-006
6.660000000000000e-001	6.651702e-005	3.341405e-005	1.667994e-005	8.309776e-006
9.990000000000001e-001	9.977554e-005	5.012107e-005	2.501992e-005	1.246466e-005
1.000000000000000e+000	9.987541e-005	5.017125e-005	2.504496e-005	1.247714e-005
Step Information: Run=269  (Run: 269/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.327234e-005	1.670005e-005	8.321304e-006	4.144293e-006
6.660000000000000e-001	6.654469e-005	3.340011e-005	1.664261e-005	8.288585e-006
9.990000000000001e-001	9.981703e-005	5.010016e-005	2.496391e-005	1.243288e-005
1.000000000000000e+000	9.991694e-005	5.015031e-005	2.498890e-005	1.244532e-005
Step Information: Run=270  (Run: 270/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.330744e-005	1.661858e-005	8.306945e-006	4.155955e-006
6.660000000000000e-001	6.661488e-005	3.323716e-005	1.661389e-005	8.311909e-006
9.990000000000001e-001	9.992231e-005	4.985574e-005	2.492084e-005	1.246786e-005
1.000000000000000e+000	1.000223e-004	4.990565e-005	2.494578e-005	1.248035e-005
Step Information: Run=271  (Run: 271/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.329375e-005	1.664359e-005	8.303144e-006	4.159848e-006
6.660000000000000e-001	6.658750e-005	3.328718e-005	1.660629e-005	8.319696e-006
9.990000000000001e-001	9.988125e-005	4.993076e-005	2.490943e-005	1.247955e-005
1.000000000000000e+000	9.998123e-005	4.998074e-005	2.493437e-005	1.249204e-005
Step Information: Run=272  (Run: 272/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.317489e-005	1.666009e-005	8.329294e-006	4.162252e-006
6.660000000000000e-001	6.634978e-005	3.332019e-005	1.665859e-005	8.324505e-006
9.990000000000001e-001	9.952467e-005	4.998028e-005	2.498788e-005	1.248676e-005
1.000000000000000e+000	9.962430e-005	5.003031e-005	2.501290e-005	1.249926e-005
Step Information: Run=273  (Run: 273/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.325339e-005	1.665687e-005	8.312324e-006	4.161629e-006
6.660000000000000e-001	6.650679e-005	3.331373e-005	1.662465e-005	8.323257e-006
9.990000000000001e-001	9.976018e-005	4.997060e-005	2.493697e-005	1.248489e-005
1.000000000000000e+000	9.986004e-005	5.002062e-005	2.496194e-005	1.249738e-005
Step Information: Run=274  (Run: 274/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.332894e-005	1.663938e-005	8.319077e-006	4.172184e-006
6.660000000000000e-001	6.665788e-005	3.327877e-005	1.663815e-005	8.344368e-006
9.990000000000001e-001	9.998682e-005	4.991815e-005	2.495723e-005	1.251655e-005
1.000000000000000e+000	1.000869e-004	4.996812e-005	2.498222e-005	1.252908e-005
Step Information: Run=275  (Run: 275/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.318609e-005	1.666805e-005	8.322300e-006	4.154790e-006
6.660000000000000e-001	6.637218e-005	3.333609e-005	1.664460e-005	8.309580e-006
9.990000000000001e-001	9.955827e-005	5.000414e-005	2.496690e-005	1.246437e-005
1.000000000000000e+000	9.965793e-005	5.005419e-005	2.499189e-005	1.247685e-005
Step Information: Run=276  (Run: 276/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.334151e-005	1.665126e-005	8.315771e-006	4.160070e-006
6.660000000000000e-001	6.668302e-005	3.330252e-005	1.663154e-005	8.320140e-006
9.990000000000001e-001	1.000245e-004	4.995379e-005	2.494731e-005	1.248021e-005
1.000000000000000e+000	1.001247e-004	5.000379e-005	2.497229e-005	1.249270e-005
Step Information: Run=277  (Run: 277/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.333764e-005	1.667396e-005	8.324635e-006	4.158095e-006
6.660000000000000e-001	6.667529e-005	3.334792e-005	1.664927e-005	8.316189e-006
9.990000000000001e-001	1.000129e-004	5.002188e-005	2.497391e-005	1.247428e-005
1.000000000000000e+000	1.001130e-004	5.007195e-005	2.499890e-005	1.248677e-005
Step Information: Run=278  (Run: 278/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.330515e-005	1.662239e-005	8.303009e-006	4.170840e-006
6.660000000000000e-001	6.661031e-005	3.324477e-005	1.660602e-005	8.341681e-006
9.990000000000001e-001	9.991546e-005	4.986716e-005	2.490903e-005	1.251252e-005
1.000000000000000e+000	1.000155e-004	4.991707e-005	2.493396e-005	1.252505e-005
Step Information: Run=279  (Run: 279/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.322090e-005	1.662111e-005	8.328241e-006	4.172964e-006
6.660000000000000e-001	6.644180e-005	3.324223e-005	1.665648e-005	8.345928e-006
9.990000000000001e-001	9.966270e-005	4.986334e-005	2.498472e-005	1.251889e-005
1.000000000000000e+000	9.976246e-005	4.991325e-005	2.500973e-005	1.253142e-005
Step Information: Run=280  (Run: 280/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.332207e-005	1.669302e-005	8.321440e-006	4.163450e-006
6.660000000000000e-001	6.664414e-005	3.338603e-005	1.664288e-005	8.326900e-006
9.990000000000001e-001	9.996622e-005	5.007905e-005	2.496432e-005	1.249035e-005
1.000000000000000e+000	1.000663e-004	5.012918e-005	2.498931e-005	1.250285e-005
Step Information: Run=281  (Run: 281/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.322474e-005	1.664638e-005	8.334298e-006	4.151168e-006
6.660000000000000e-001	6.644947e-005	3.329276e-005	1.666860e-005	8.302335e-006
9.990000000000001e-001	9.967421e-005	4.993914e-005	2.500289e-005	1.245350e-005
1.000000000000000e+000	9.977398e-005	4.998913e-005	2.502792e-005	1.246597e-005
Step Information: Run=282  (Run: 282/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.328256e-005	1.669633e-005	8.317776e-006	4.148165e-006
6.660000000000000e-001	6.656512e-005	3.339266e-005	1.663555e-005	8.296330e-006
9.990000000000001e-001	9.984768e-005	5.008899e-005	2.495333e-005	1.244450e-005
1.000000000000000e+000	9.994763e-005	5.013913e-005	2.497830e-005	1.245695e-005
Step Information: Run=283  (Run: 283/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.337625e-005	1.662991e-005	8.314224e-006	4.159732e-006
6.660000000000000e-001	6.675250e-005	3.325982e-005	1.662845e-005	8.319464e-006
9.990000000000001e-001	1.001288e-004	4.988974e-005	2.494267e-005	1.247919e-005
1.000000000000000e+000	1.002290e-004	4.993968e-005	2.496764e-005	1.249169e-005
Step Information: Run=284  (Run: 284/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.325429e-005	1.667521e-005	8.340723e-006	4.140159e-006
6.660000000000000e-001	6.650858e-005	3.335042e-005	1.668145e-005	8.280318e-006
9.990000000000001e-001	9.976287e-005	5.002564e-005	2.502217e-005	1.242048e-005
1.000000000000000e+000	9.986274e-005	5.007571e-005	2.504722e-005	1.243291e-005
Step Information: Run=285  (Run: 285/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.331078e-005	1.668883e-005	8.311267e-006	4.153744e-006
6.660000000000000e-001	6.662156e-005	3.337766e-005	1.662253e-005	8.307487e-006
9.990000000000001e-001	9.993234e-005	5.006649e-005	2.493380e-005	1.246123e-005
1.000000000000000e+000	1.000324e-004	5.011661e-005	2.495876e-005	1.247371e-005
Step Information: Run=286  (Run: 286/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.328578e-005	1.669723e-005	8.310079e-006	4.155495e-006
6.660000000000000e-001	6.657156e-005	3.339446e-005	1.662016e-005	8.310990e-006
9.990000000000001e-001	9.985734e-005	5.009169e-005	2.493024e-005	1.246648e-005
1.000000000000000e+000	9.995729e-005	5.014184e-005	2.495519e-005	1.247896e-005
Step Information: Run=287  (Run: 287/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.333706e-005	1.666822e-005	8.319195e-006	4.152379e-006
6.660000000000000e-001	6.667411e-005	3.333644e-005	1.663839e-005	8.304758e-006
9.990000000000001e-001	1.000112e-004	5.000466e-005	2.495758e-005	1.245714e-005
1.000000000000000e+000	1.001113e-004	5.005472e-005	2.498257e-005	1.246961e-005
Step Information: Run=288  (Run: 288/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.329964e-005	1.663937e-005	8.302039e-006	4.154124e-006
6.660000000000000e-001	6.659928e-005	3.327874e-005	1.660408e-005	8.308248e-006
9.990000000000001e-001	9.989892e-005	4.991811e-005	2.490612e-005	1.246237e-005
1.000000000000000e+000	9.999891e-005	4.996808e-005	2.493105e-005	1.247485e-005
Step Information: Run=289  (Run: 289/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.322163e-005	1.661279e-005	8.333847e-006	4.165114e-006
6.660000000000000e-001	6.644325e-005	3.322558e-005	1.666769e-005	8.330228e-006
9.990000000000001e-001	9.966487e-005	4.983836e-005	2.500154e-005	1.249534e-005
1.000000000000000e+000	9.976464e-005	4.988825e-005	2.502657e-005	1.250785e-005
Step Information: Run=290  (Run: 290/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.325485e-005	1.665301e-005	8.301352e-006	4.159631e-006
6.660000000000000e-001	6.650970e-005	3.330602e-005	1.660270e-005	8.319263e-006
9.990000000000001e-001	9.976455e-005	4.995904e-005	2.490405e-005	1.247889e-005
1.000000000000000e+000	9.986441e-005	5.000904e-005	2.492898e-005	1.249138e-005
Step Information: Run=291  (Run: 291/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.325484e-005	1.660477e-005	8.343983e-006	4.163704e-006
6.660000000000000e-001	6.650969e-005	3.320953e-005	1.668797e-005	8.327408e-006
9.990000000000001e-001	9.976453e-005	4.981430e-005	2.503195e-005	1.249111e-005
1.000000000000000e+000	9.986440e-005	4.986417e-005	2.505700e-005	1.250362e-005
Step Information: Run=292  (Run: 292/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.313483e-005	1.664174e-005	8.324073e-006	4.169398e-006
6.660000000000000e-001	6.626967e-005	3.328349e-005	1.664815e-005	8.338796e-006
9.990000000000001e-001	9.940450e-005	4.992523e-005	2.497222e-005	1.250819e-005
1.000000000000000e+000	9.950400e-005	4.997521e-005	2.499721e-005	1.252071e-005
Step Information: Run=293  (Run: 293/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.333584e-005	1.662923e-005	8.348969e-006	4.152852e-006
6.660000000000000e-001	6.667167e-005	3.325847e-005	1.669794e-005	8.305705e-006
9.990000000000001e-001	1.000075e-004	4.988771e-005	2.504691e-005	1.245856e-005
1.000000000000000e+000	1.001076e-004	4.993764e-005	2.507198e-005	1.247103e-005
Step Information: Run=294  (Run: 294/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.336628e-005	1.665651e-005	8.310396e-006	4.166083e-006
6.660000000000000e-001	6.673255e-005	3.331302e-005	1.662079e-005	8.332167e-006
9.990000000000001e-001	1.000988e-004	4.996952e-005	2.493119e-005	1.249825e-005
1.000000000000000e+000	1.001990e-004	5.001955e-005	2.495614e-005	1.251076e-005
Step Information: Run=295  (Run: 295/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.323370e-005	1.664357e-005	8.327956e-006	4.160966e-006
6.660000000000000e-001	6.646739e-005	3.328715e-005	1.665591e-005	8.321932e-006
9.990000000000001e-001	9.970109e-005	4.993072e-005	2.498387e-005	1.248290e-005
1.000000000000000e+000	9.980089e-005	4.998070e-005	2.500888e-005	1.249539e-005
Step Information: Run=296  (Run: 296/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.332807e-005	1.669045e-005	8.328669e-006	4.154263e-006
6.660000000000000e-001	6.665614e-005	3.338089e-005	1.665734e-005	8.308525e-006
9.990000000000001e-001	9.998420e-005	5.007134e-005	2.498601e-005	1.246279e-005
1.000000000000000e+000	1.000843e-004	5.012146e-005	2.501102e-005	1.247526e-005
Step Information: Run=297  (Run: 297/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.329185e-005	1.662188e-005	8.329504e-006	4.171935e-006
6.660000000000000e-001	6.658370e-005	3.324376e-005	1.665901e-005	8.343871e-006
9.990000000000001e-001	9.987556e-005	4.986564e-005	2.498851e-005	1.251581e-005
1.000000000000000e+000	9.997553e-005	4.991556e-005	2.501352e-005	1.252833e-005
Step Information: Run=298  (Run: 298/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.327896e-005	1.667394e-005	8.342779e-006	4.172985e-006
6.660000000000000e-001	6.655791e-005	3.334788e-005	1.668556e-005	8.345969e-006
9.990000000000001e-001	9.983687e-005	5.002182e-005	2.502834e-005	1.251895e-005
1.000000000000000e+000	9.993681e-005	5.007190e-005	2.505339e-005	1.253149e-005
Step Information: Run=299  (Run: 299/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.328939e-005	1.667603e-005	8.328863e-006	4.169010e-006
6.660000000000000e-001	6.657877e-005	3.335205e-005	1.665773e-005	8.338020e-006
9.990000000000001e-001	9.986816e-005	5.002808e-005	2.498659e-005	1.250703e-005
1.000000000000000e+000	9.996813e-005	5.007816e-005	2.501160e-005	1.251955e-005
Step Information: Run=300  (Run: 300/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.331893e-005	1.663811e-005	8.332470e-006	4.157249e-006
6.660000000000000e-001	6.663787e-005	3.327622e-005	1.666494e-005	8.314498e-006
9.990000000000001e-001	9.995681e-005	4.991432e-005	2.499741e-005	1.247175e-005
1.000000000000000e+000	1.000569e-004	4.996429e-005	2.502243e-005	1.248423e-005
Step Information: Run=301  (Run: 301/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.329190e-005	1.665173e-005	8.311164e-006	4.156952e-006
6.660000000000000e-001	6.658381e-005	3.330346e-005	1.662233e-005	8.313905e-006
9.990000000000001e-001	9.987571e-005	4.995519e-005	2.493349e-005	1.247086e-005
1.000000000000000e+000	9.997569e-005	5.000520e-005	2.495845e-005	1.248334e-005
Step Information: Run=302  (Run: 302/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.323426e-005	1.663095e-005	8.307566e-006	4.161890e-006
6.660000000000000e-001	6.646852e-005	3.326189e-005	1.661513e-005	8.323779e-006
9.990000000000001e-001	9.970279e-005	4.989283e-005	2.492270e-005	1.248567e-005
1.000000000000000e+000	9.980259e-005	4.994278e-005	2.494764e-005	1.249817e-005
Step Information: Run=303  (Run: 303/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.334888e-005	1.664685e-005	8.340992e-006	4.160376e-006
6.660000000000000e-001	6.669776e-005	3.329370e-005	1.668198e-005	8.320752e-006
9.990000000000001e-001	1.000466e-004	4.994055e-005	2.502298e-005	1.248113e-005
1.000000000000000e+000	1.001468e-004	4.999055e-005	2.504802e-005	1.249362e-005
Step Information: Run=304  (Run: 304/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.322191e-005	1.668158e-005	8.286445e-006	4.154026e-006
6.660000000000000e-001	6.644383e-005	3.336315e-005	1.657289e-005	8.308051e-006
9.990000000000001e-001	9.966574e-005	5.004473e-005	2.485934e-005	1.246208e-005
1.000000000000000e+000	9.976550e-005	5.009483e-005	2.488422e-005	1.247455e-005
Step Information: Run=305  (Run: 305/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.320885e-005	1.669457e-005	8.307955e-006	4.164808e-006
6.660000000000000e-001	6.641769e-005	3.338914e-005	1.661591e-005	8.329615e-006
9.990000000000001e-001	9.962653e-005	5.008370e-005	2.492387e-005	1.249442e-005
1.000000000000000e+000	9.972626e-005	5.013384e-005	2.494881e-005	1.250693e-005
Step Information: Run=306  (Run: 306/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.327929e-005	1.665100e-005	8.315214e-006	4.168951e-006
6.660000000000000e-001	6.655858e-005	3.330200e-005	1.663043e-005	8.337902e-006
9.990000000000001e-001	9.983787e-005	4.995300e-005	2.494564e-005	1.250685e-005
1.000000000000000e+000	9.993782e-005	5.000300e-005	2.497062e-005	1.251937e-005
Step Information: Run=307  (Run: 307/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.332819e-005	1.662491e-005	8.329959e-006	4.159385e-006
6.660000000000000e-001	6.665639e-005	3.324982e-005	1.665992e-005	8.318771e-006
9.990000000000001e-001	9.998458e-005	4.987474e-005	2.498988e-005	1.247816e-005
1.000000000000000e+000	1.000847e-004	4.992466e-005	2.501489e-005	1.249065e-005
Step Information: Run=308  (Run: 308/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.337918e-005	1.667282e-005	8.335145e-006	4.178171e-006
