v1	I(V2)	I(V3)	I(V4)	I(V5)
Step Information: Run=1  (Run: 1/500)
Step Information: Run=110  (Run: 110/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.339288e-005	1.669677e-005	8.329032e-006	4.175745e-006
6.660000000000000e-001	6.678577e-005	3.339355e-005	1.665806e-005	8.351491e-006
9.990000000000001e-001	1.001786e-004	5.009033e-005	2.498710e-005	1.252724e-005
1.000000000000000e+000	1.002789e-004	5.014046e-005	2.501211e-005	1.253978e-005
Step Information: Run=111  (Run: 111/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.314433e-005	1.665400e-005	8.329559e-006	4.150849e-006
6.660000000000000e-001	6.628866e-005	3.330801e-005	1.665912e-005	8.301698e-006
9.990000000000001e-001	9.943299e-005	4.996201e-005	2.498868e-005	1.245255e-005
1.000000000000000e+000	9.953252e-005	5.001202e-005	2.501369e-005	1.246501e-005
Step Information: Run=112  (Run: 112/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.317949e-005	1.667081e-005	8.312996e-006	4.162395e-006
6.660000000000000e-001	6.635898e-005	3.334162e-005	1.662599e-005	8.324790e-006
9.990000000000001e-001	9.953848e-005	5.001243e-005	2.493899e-005	1.248718e-005
1.000000000000000e+000	9.963811e-005	5.006249e-005	2.496395e-005	1.249968e-005
Step Information: Run=113  (Run: 113/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.335000e-005	1.664418e-005	8.326281e-006	4.151225e-006
6.660000000000000e-001	6.670001e-005	3.328836e-005	1.665256e-005	8.302450e-006
9.990000000000001e-001	1.000500e-004	4.993254e-005	2.497884e-005	1.245367e-005
1.000000000000000e+000	1.001502e-004	4.998253e-005	2.500385e-005	1.246614e-005
Step Information: Run=114  (Run: 114/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.338469e-005	1.665113e-005	8.321906e-006	4.169404e-006
6.660000000000000e-001	6.676939e-005	3.330227e-005	1.664381e-005	8.338809e-006
9.990000000000001e-001	1.001541e-004	4.995340e-005	2.496572e-005	1.250821e-005
1.000000000000000e+000	1.002543e-004	5.000340e-005	2.499071e-005	1.252073e-005
Step Information: Run=115  (Run: 115/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.332756e-005	1.668875e-005	8.343467e-006	4.153333e-006
6.660000000000000e-001	6.665511e-005	3.337751e-005	1.668693e-005	8.306665e-006
9.990000000000001e-001	9.998267e-005	5.006626e-005	2.503040e-005	1.246000e-005
1.000000000000000e+000	1.000828e-004	5.011638e-005	2.505545e-005	1.247247e-005
Step Information: Run=116  (Run: 116/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.334342e-005	1.666094e-005	8.334298e-006	4.152231e-006
6.660000000000000e-001	6.668684e-005	3.332189e-005	1.666860e-005	8.304462e-006
9.990000000000001e-001	1.000303e-004	4.998283e-005	2.500290e-005	1.245669e-005
1.000000000000000e+000	1.001304e-004	5.003286e-005	2.502792e-005	1.246916e-005
Step Information: Run=117  (Run: 117/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.326615e-005	1.662432e-005	8.337531e-006	4.173255e-006
6.660000000000000e-001	6.653230e-005	3.324864e-005	1.667506e-005	8.346510e-006
9.990000000000001e-001	9.979845e-005	4.987296e-005	2.501259e-005	1.251977e-005
1.000000000000000e+000	9.989835e-005	4.992288e-005	2.503763e-005	1.253230e-005
Step Information: Run=118  (Run: 118/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.324347e-005	1.668362e-005	8.321030e-006	4.158949e-006
6.660000000000000e-001	6.648694e-005	3.336723e-005	1.664206e-005	8.317898e-006
9.990000000000001e-001	9.973042e-005	5.005085e-005	2.496309e-005	1.247685e-005
1.000000000000000e+000	9.983025e-005	5.010095e-005	2.498808e-005	1.248934e-005
Step Information: Run=119  (Run: 119/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.322686e-005	1.663106e-005	8.312251e-006	4.152332e-006
6.660000000000000e-001	6.645372e-005	3.326211e-005	1.662450e-005	8.304663e-006
9.990000000000001e-001	9.968059e-005	4.989317e-005	2.493675e-005	1.245700e-005
1.000000000000000e+000	9.978037e-005	4.994311e-005	2.496172e-005	1.246946e-005
Step Information: Run=120  (Run: 120/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.323633e-005	1.665033e-005	8.310033e-006	4.154281e-006
6.660000000000000e-001	6.647266e-005	3.330066e-005	1.662007e-005	8.308562e-006
9.990000000000001e-001	9.970899e-005	4.995100e-005	2.493010e-005	1.246284e-005
1.000000000000000e+000	9.980880e-005	5.000100e-005	2.495506e-005	1.247532e-005
Step Information: Run=121  (Run: 121/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.349742e-005	1.661431e-005	8.315796e-006	4.170400e-006
6.660000000000000e-001	6.699483e-005	3.322862e-005	1.663159e-005	8.340799e-006
9.990000000000001e-001	1.004923e-004	4.984293e-005	2.494739e-005	1.251120e-005
1.000000000000000e+000	1.005928e-004	4.989282e-005	2.497236e-005	1.252372e-005
Step Information: Run=122  (Run: 122/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.341378e-005	1.664497e-005	8.320696e-006	4.163089e-006
6.660000000000000e-001	6.682757e-005	3.328994e-005	1.664139e-005	8.326178e-006
9.990000000000001e-001	1.002414e-004	4.993492e-005	2.496209e-005	1.248927e-005
1.000000000000000e+000	1.003417e-004	4.998490e-005	2.498708e-005	1.250177e-005
Step Information: Run=123  (Run: 123/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.327903e-005	1.665636e-005	8.315331e-006	4.154424e-006
6.660000000000000e-001	6.655806e-005	3.331272e-005	1.663066e-005	8.308847e-006
9.990000000000001e-001	9.983710e-005	4.996909e-005	2.494599e-005	1.246327e-005
1.000000000000000e+000	9.993703e-005	5.001911e-005	2.497096e-005	1.247575e-005
Step Information: Run=124  (Run: 124/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.333317e-005	1.664064e-005	8.321604e-006	4.158810e-006
6.660000000000000e-001	6.666635e-005	3.328129e-005	1.664321e-005	8.317620e-006
9.990000000000001e-001	9.999952e-005	4.992193e-005	2.496481e-005	1.247643e-005
1.000000000000000e+000	1.000996e-004	4.997190e-005	2.498980e-005	1.248892e-005
Step Information: Run=125  (Run: 125/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.340673e-005	1.667382e-005	8.315807e-006	4.155196e-006
6.660000000000000e-001	6.681346e-005	3.334763e-005	1.663161e-005	8.310391e-006
9.990000000000001e-001	1.002202e-004	5.002145e-005	2.494742e-005	1.246559e-005
1.000000000000000e+000	1.003205e-004	5.007152e-005	2.497239e-005	1.247807e-005
Step Information: Run=126  (Run: 126/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.332347e-005	1.668327e-005	8.318540e-006	4.156230e-006
6.660000000000000e-001	6.664694e-005	3.336654e-005	1.663708e-005	8.312460e-006
9.990000000000001e-001	9.997041e-005	5.004980e-005	2.495562e-005	1.246869e-005
1.000000000000000e+000	1.000705e-004	5.009990e-005	2.498060e-005	1.248117e-005
Step Information: Run=127  (Run: 127/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.324030e-005	1.668879e-005	8.319551e-006	4.152743e-006
6.660000000000000e-001	6.648060e-005	3.337758e-005	1.663910e-005	8.305486e-006
9.990000000000001e-001	9.972091e-005	5.006637e-005	2.495865e-005	1.245823e-005
1.000000000000000e+000	9.982073e-005	5.011648e-005	2.498364e-005	1.247070e-005
Step Information: Run=128  (Run: 128/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.331993e-005	1.664029e-005	8.338401e-006	4.163235e-006
6.660000000000000e-001	6.663986e-005	3.328059e-005	1.667680e-005	8.326470e-006
9.990000000000001e-001	9.995978e-005	4.992088e-005	2.501520e-005	1.248971e-005
1.000000000000000e+000	1.000598e-004	4.997085e-005	2.504024e-005	1.250221e-005
Step Information: Run=129  (Run: 129/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.334205e-005	1.670228e-005	8.344038e-006	4.151212e-006
6.660000000000000e-001	6.668410e-005	3.340455e-005	1.668808e-005	8.302423e-006
9.990000000000001e-001	1.000261e-004	5.010683e-005	2.503211e-005	1.245364e-005
1.000000000000000e+000	1.001263e-004	5.015698e-005	2.505717e-005	1.246610e-005
Step Information: Run=130  (Run: 130/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.328856e-005	1.663804e-005	8.310350e-006	4.159649e-006
6.660000000000000e-001	6.657713e-005	3.327608e-005	1.662070e-005	8.319298e-006
9.990000000000001e-001	9.986569e-005	4.991412e-005	2.493105e-005	1.247895e-005
1.000000000000000e+000	9.996565e-005	4.996408e-005	2.495600e-005	1.249144e-005
Step Information: Run=131  (Run: 131/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.326359e-005	1.666694e-005	8.313942e-006	4.177634e-006
6.660000000000000e-001	6.652719e-005	3.333387e-005	1.662788e-005	8.355268e-006
9.990000000000001e-001	9.979078e-005	5.000081e-005	2.494183e-005	1.253290e-005
1.000000000000000e+000	9.989067e-005	5.005086e-005	2.496679e-005	1.254545e-005
Step Information: Run=132  (Run: 132/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.324707e-005	1.666478e-005	8.326792e-006	4.175509e-006
6.660000000000000e-001	6.649415e-005	3.332956e-005	1.665358e-005	8.351018e-006
9.990000000000001e-001	9.974122e-005	4.999435e-005	2.498038e-005	1.252653e-005
1.000000000000000e+000	9.984106e-005	5.004439e-005	2.500538e-005	1.253907e-005
Step Information: Run=133  (Run: 133/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.339056e-005	1.665041e-005	8.351948e-006	4.169145e-006
6.660000000000000e-001	6.678112e-005	3.330082e-005	1.670390e-005	8.338290e-006
9.990000000000001e-001	1.001717e-004	4.995124e-005	2.505584e-005	1.250743e-005
1.000000000000000e+000	1.002720e-004	5.000124e-005	2.508092e-005	1.251995e-005
Step Information: Run=134  (Run: 134/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.329762e-005	1.661443e-005	8.342065e-006	4.166802e-006
6.660000000000000e-001	6.659525e-005	3.322885e-005	1.668413e-005	8.333604e-006
9.990000000000001e-001	9.989287e-005	4.984327e-005	2.502619e-005	1.250041e-005
1.000000000000000e+000	9.999287e-005	4.989317e-005	2.505125e-005	1.251292e-005
Step Information: Run=135  (Run: 135/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.328825e-005	1.669475e-005	8.330378e-006	4.145213e-006
6.660000000000000e-001	6.657650e-005	3.338950e-005	1.666076e-005	8.290425e-006
9.990000000000001e-001	9.986474e-005	5.008425e-005	2.499113e-005	1.243564e-005
1.000000000000000e+000	9.996471e-005	5.013439e-005	2.501615e-005	1.244809e-005
Step Information: Run=136  (Run: 136/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.337325e-005	1.663636e-005	8.315619e-006	4.170756e-006
6.660000000000000e-001	6.674650e-005	3.327271e-005	1.663124e-005	8.341512e-006
9.990000000000001e-001	1.001198e-004	4.990907e-005	2.494686e-005	1.251227e-005
1.000000000000000e+000	1.002200e-004	4.995903e-005	2.497183e-005	1.252479e-005
Step Information: Run=137  (Run: 137/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.331633e-005	1.669204e-005	8.330004e-006	4.165168e-006
6.660000000000000e-001	6.663267e-005	3.338408e-005	1.666001e-005	8.330336e-006
9.990000000000001e-001	9.994900e-005	5.007612e-005	2.499001e-005	1.249550e-005
1.000000000000000e+000	1.000490e-004	5.012624e-005	2.501503e-005	1.250801e-005
Step Information: Run=138  (Run: 138/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.340424e-005	1.661040e-005	8.315757e-006	4.166246e-006
6.660000000000000e-001	6.680848e-005	3.322080e-005	1.663151e-005	8.332492e-006
9.990000000000001e-001	1.002127e-004	4.983120e-005	2.494727e-005	1.249874e-005
1.000000000000000e+000	1.003130e-004	4.988108e-005	2.497224e-005	1.251125e-005
Step Information: Run=139  (Run: 139/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.338887e-005	1.664755e-005	8.316822e-006	4.170531e-006
6.660000000000000e-001	6.677775e-005	3.329510e-005	1.663364e-005	8.341062e-006
9.990000000000001e-001	1.001666e-004	4.994266e-005	2.495046e-005	1.251159e-005
1.000000000000000e+000	1.002669e-004	4.999265e-005	2.497544e-005	1.252412e-005
Step Information: Run=140  (Run: 140/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.334514e-005	1.665125e-005	8.312356e-006	4.152553e-006
6.660000000000000e-001	6.669029e-005	3.330251e-005	1.662471e-005	8.305106e-006
9.990000000000001e-001	1.000354e-004	4.995376e-005	2.493707e-005	1.245766e-005
1.000000000000000e+000	1.001356e-004	5.000377e-005	2.496203e-005	1.247013e-005
Step Information: Run=141  (Run: 141/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.330534e-005	1.664806e-005	8.326785e-006	4.162278e-006
6.660000000000000e-001	6.661068e-005	3.329612e-005	1.665357e-005	8.324556e-006
9.990000000000001e-001	9.991602e-005	4.994419e-005	2.498035e-005	1.248683e-005
1.000000000000000e+000	1.000160e-004	4.999419e-005	2.500536e-005	1.249933e-005
Step Information: Run=142  (Run: 142/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.325938e-005	1.668363e-005	8.329032e-006	4.143685e-006
6.660000000000000e-001	6.651876e-005	3.336725e-005	1.665806e-005	8.287369e-006
9.990000000000001e-001	9.977815e-005	5.005088e-005	2.498710e-005	1.243105e-005
1.000000000000000e+000	9.987802e-005	5.010098e-005	2.501211e-005	1.244350e-005
Step Information: Run=143  (Run: 143/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.317258e-005	1.663974e-005	8.325034e-006	4.158371e-006
6.660000000000000e-001	6.634516e-005	3.327948e-005	1.665007e-005	8.316742e-006
9.990000000000001e-001	9.951774e-005	4.991922e-005	2.497510e-005	1.247511e-005
1.000000000000000e+000	9.961735e-005	4.996919e-005	2.500010e-005	1.248760e-005
Step Information: Run=144  (Run: 144/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.329669e-005	1.661968e-005	8.318021e-006	4.149278e-006
6.660000000000000e-001	6.659338e-005	3.323935e-005	1.663604e-005	8.298555e-006
9.990000000000001e-001	9.989008e-005	4.985902e-005	2.495406e-005	1.244783e-005
1.000000000000000e+000	9.999007e-005	4.990893e-005	2.497904e-005	1.246029e-005
Step Information: Run=145  (Run: 145/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.329440e-005	1.669006e-005	8.322789e-006	4.155044e-006
6.660000000000000e-001	6.658881e-005	3.338011e-005	1.664558e-005	8.310088e-006
9.990000000000001e-001	9.988320e-005	5.007016e-005	2.496837e-005	1.246513e-005
1.000000000000000e+000	9.998319e-005	5.012028e-005	2.499336e-005	1.247761e-005
Step Information: Run=146  (Run: 146/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.313310e-005	1.669720e-005	8.320026e-006	4.150730e-006
6.660000000000000e-001	6.626621e-005	3.339440e-005	1.664005e-005	8.301459e-006
9.990000000000001e-001	9.939932e-005	5.009160e-005	2.496008e-005	1.245219e-005
1.000000000000000e+000	9.949881e-005	5.014173e-005	2.498506e-005	1.246465e-005
Step Information: Run=147  (Run: 147/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.336572e-005	1.662994e-005	8.319215e-006	4.158160e-006
6.660000000000000e-001	6.673145e-005	3.325989e-005	1.663843e-005	8.316320e-006
9.990000000000001e-001	1.000972e-004	4.988983e-005	2.495765e-005	1.247448e-005
1.000000000000000e+000	1.001974e-004	4.993977e-005	2.498263e-005	1.248697e-005
Step Information: Run=148  (Run: 148/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.338768e-005	1.662724e-005	8.307184e-006	4.160768e-006
6.660000000000000e-001	6.677536e-005	3.325449e-005	1.661437e-005	8.321535e-006
9.990000000000001e-001	1.001630e-004	4.988173e-005	2.492155e-005	1.248230e-005
1.000000000000000e+000	1.002633e-004	4.993167e-005	2.494650e-005	1.249480e-005
Step Information: Run=149  (Run: 149/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.328217e-005	1.666848e-005	8.308074e-006	4.170076e-006
6.660000000000000e-001	6.656434e-005	3.333696e-005	1.661615e-005	8.340153e-006
9.990000000000001e-001	9.984651e-005	5.000544e-005	2.492422e-005	1.251023e-005
1.000000000000000e+000	9.994646e-005	5.005550e-005	2.494917e-005	1.252275e-005
Step Information: Run=150  (Run: 150/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.331086e-005	1.662085e-005	8.318737e-006	4.167154e-006
6.660000000000000e-001	6.662172e-005	3.324170e-005	1.663747e-005	8.334307e-006
9.990000000000001e-001	9.993259e-005	4.986256e-005	2.495621e-005	1.250146e-005
1.000000000000000e+000	1.000326e-004	4.991247e-005	2.498119e-005	1.251397e-005
Step Information: Run=151  (Run: 151/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.337893e-005	1.665656e-005	8.321941e-006	4.160430e-006
6.660000000000000e-001	6.675786e-005	3.331312e-005	1.664388e-005	8.320861e-006
9.990000000000001e-001	1.001368e-004	4.996968e-005	2.496582e-005	1.248129e-005
1.000000000000000e+000	1.002370e-004	5.001970e-005	2.499081e-005	1.249378e-005
Step Information: Run=152  (Run: 152/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.335149e-005	1.668895e-005	8.322884e-006	4.162431e-006
6.660000000000000e-001	6.670297e-005	3.337791e-005	1.664577e-005	8.324862e-006
9.990000000000001e-001	1.000545e-004	5.006686e-005	2.496865e-005	1.248729e-005
1.000000000000000e+000	1.001546e-004	5.011698e-005	2.499365e-005	1.249979e-005
Step Information: Run=153  (Run: 153/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.320062e-005	1.662235e-005	8.308240e-006	4.158848e-006
6.660000000000000e-001	6.640123e-005	3.324469e-005	1.661648e-005	8.317696e-006
9.990000000000001e-001	9.960185e-005	4.986704e-005	2.492472e-005	1.247654e-005
1.000000000000000e+000	9.970155e-005	4.991696e-005	2.494967e-005	1.248903e-005
Step Information: Run=154  (Run: 154/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.326726e-005	1.665269e-005	8.334871e-006	4.159181e-006
6.660000000000000e-001	6.653452e-005	3.330537e-005	1.666974e-005	8.318361e-006
9.990000000000001e-001	9.980179e-005	4.995806e-005	2.500461e-005	1.247754e-005
1.000000000000000e+000	9.990169e-005	5.000806e-005	2.502965e-005	1.249003e-005
Step Information: Run=155  (Run: 155/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.335094e-005	1.665655e-005	8.327676e-006	4.148690e-006
6.660000000000000e-001	6.670188e-005	3.331309e-005	1.665535e-005	8.297380e-006
9.990000000000001e-001	1.000528e-004	4.996964e-005	2.498303e-005	1.244607e-005
1.000000000000000e+000	1.001530e-004	5.001966e-005	2.500804e-005	1.245853e-005
Step Information: Run=156  (Run: 156/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.334373e-005	1.664993e-005	8.328442e-006	4.167830e-006
6.660000000000000e-001	6.668747e-005	3.329987e-005	1.665688e-005	8.335661e-006
9.990000000000001e-001	1.000312e-004	4.994980e-005	2.498533e-005	1.250349e-005
1.000000000000000e+000	1.001313e-004	4.999980e-005	2.501034e-005	1.251601e-005
Step Information: Run=157  (Run: 157/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.322920e-005	1.668334e-005	8.316291e-006	4.155200e-006
6.660000000000000e-001	6.645840e-005	3.336668e-005	1.663258e-005	8.310401e-006
9.990000000000001e-001	9.968760e-005	5.005001e-005	2.494887e-005	1.246560e-005
1.000000000000000e+000	9.978739e-005	5.010011e-005	2.497385e-005	1.247808e-005
Step Information: Run=158  (Run: 158/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.327737e-005	1.665255e-005	8.320384e-006	4.159425e-006
6.660000000000000e-001	6.655475e-005	3.330510e-005	1.664077e-005	8.318850e-006
9.990000000000001e-001	9.983213e-005	4.995765e-005	2.496115e-005	1.247827e-005
1.000000000000000e+000	9.993205e-005	5.000766e-005	2.498614e-005	1.249077e-005
Step Information: Run=159  (Run: 159/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.328860e-005	1.658479e-005	8.320615e-006	4.163998e-006
6.660000000000000e-001	6.657720e-005	3.316959e-005	1.664123e-005	8.327997e-006
9.990000000000001e-001	9.986581e-005	4.975438e-005	2.496184e-005	1.249199e-005
1.000000000000000e+000	9.996577e-005	4.980418e-005	2.498683e-005	1.250450e-005
Step Information: Run=160  (Run: 160/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.323074e-005	1.668258e-005	8.318775e-006	4.147329e-006
6.660000000000000e-001	6.646147e-005	3.336515e-005	1.663755e-005	8.294658e-006
9.990000000000001e-001	9.969220e-005	5.004773e-005	2.495632e-005	1.244199e-005
1.000000000000000e+000	9.979199e-005	5.009783e-005	2.498131e-005	1.245444e-005
Step Information: Run=161  (Run: 161/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.328020e-005	1.666517e-005	8.339121e-006	4.170296e-006
6.660000000000000e-001	6.656041e-005	3.333034e-005	1.667824e-005	8.340592e-006
9.990000000000001e-001	9.984061e-005	4.999552e-005	2.501736e-005	1.251089e-005
1.000000000000000e+000	9.994055e-005	5.004556e-005	2.504241e-005	1.252341e-005
Step Information: Run=162  (Run: 162/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.336831e-005	1.664106e-005	8.317724e-006	4.178090e-006
6.660000000000000e-001	6.673663e-005	3.328213e-005	1.663545e-005	8.356181e-006
9.990000000000001e-001	1.001049e-004	4.992319e-005	2.495317e-005	1.253427e-005
1.000000000000000e+000	1.002051e-004	4.997316e-005	2.497815e-005	1.254682e-005
Step Information: Run=163  (Run: 163/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.327954e-005	1.663820e-005	8.315373e-006	4.172179e-006
6.660000000000000e-001	6.655908e-005	3.327640e-005	1.663075e-005	8.344357e-006
9.990000000000001e-001	9.983862e-005	4.991460e-005	2.494612e-005	1.251654e-005
1.000000000000000e+000	9.993856e-005	4.996456e-005	2.497109e-005	1.252906e-005
Step Information: Run=164  (Run: 164/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.338253e-005	1.665052e-005	8.303613e-006	4.164041e-006
6.660000000000000e-001	6.676505e-005	3.330105e-005	1.660723e-005	8.328082e-006
9.990000000000001e-001	1.001476e-004	4.995157e-005	2.491084e-005	1.249212e-005
1.000000000000000e+000	1.002478e-004	5.000157e-005	2.493577e-005	1.250463e-005
Step Information: Run=165  (Run: 165/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.344389e-005	1.663799e-005	8.315639e-006	4.170824e-006
6.660000000000000e-001	6.688778e-005	3.327598e-005	1.663128e-005	8.341647e-006
9.990000000000001e-001	1.003317e-004	4.991397e-005	2.494692e-005	1.251247e-005
1.000000000000000e+000	1.004321e-004	4.996394e-005	2.497189e-005	1.252500e-005
Step Information: Run=166  (Run: 166/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.330018e-005	1.662181e-005	8.337435e-006	4.166432e-006
6.660000000000000e-001	6.660035e-005	3.324361e-005	1.667487e-005	8.332864e-006
9.990000000000001e-001	9.990053e-005	4.986542e-005	2.501230e-005	1.249930e-005
1.000000000000000e+000	1.000005e-004	4.991533e-005	2.503734e-005	1.251181e-005
Step Information: Run=167  (Run: 167/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.330430e-005	1.660649e-005	8.319155e-006	4.156792e-006
6.660000000000000e-001	6.660861e-005	3.321297e-005	1.663831e-005	8.313585e-006
9.990000000000001e-001	9.991291e-005	4.981946e-005	2.495747e-005	1.247038e-005
1.000000000000000e+000	1.000129e-004	4.986933e-005	2.498245e-005	1.248286e-005
Step Information: Run=168  (Run: 168/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.323530e-005	1.661452e-005	8.317835e-006	4.150563e-006
6.660000000000000e-001	6.647060e-005	3.322904e-005	1.663567e-005	8.301126e-006
9.990000000000001e-001	9.970590e-005	4.984357e-005	2.495351e-005	1.245169e-005
1.000000000000000e+000	9.980571e-005	4.989346e-005	2.497848e-005	1.246415e-005
Step Information: Run=169  (Run: 169/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
